custId,accountType,branchNumber,relatedCustomerId,maskedAccountNumber,type,openDate,id,balance,currency,maskedNumber
39339e66-a96a-4955-97e9-7f11bb745954,bankAccounts_1,540,39339e66-a96a-4955-97e9-7f11bb745954,69***26,DDA,2018-03-01,633831e8-f7d7-4ca2-b01b-286d53ef28dc,1639.5,CAD,
39339e66-a96a-4955-97e9-7f11bb745954,creditCardAccounts_0,,39339e66-a96a-4955-97e9-7f11bb745954,,VISA,2018-03-01T00:00:00,70ed1e55-1ef4-4e6a-82b0-2aeb7fed8345,516.93,CAD,83*************69
2de61227-2055-4fd8-bb7f-3cc977f8e17a,bankAccounts_0,677,2de61227-2055-4fd8-bb7f-3cc977f8e17a,51***90,SDA,2018-03-01,141df827-6968-464c-b672-fa79056884a2,5186.54,CAD,
2de61227-2055-4fd8-bb7f-3cc977f8e17a,bankAccounts_1,677,2de61227-2055-4fd8-bb7f-3cc977f8e17a,03***86,DDA,2018-03-01,67cea2c3-78af-40fb-a412-56d7e0a87b0f,952.15,CAD,
2de61227-2055-4fd8-bb7f-3cc977f8e17a,creditCardAccounts_0,,2de61227-2055-4fd8-bb7f-3cc977f8e17a,,VISA,2018-03-01T00:00:00,3aa85893-a9d2-49c6-9bed-7e77669655d2,1238.03,CAD,87*************77
80a4f2f3-7560-4e15-8611-4dc9da1717d5,bankAccounts_0,13972,80a4f2f3-7560-4e15-8611-4dc9da1717d5,08***75,SDA,2018-03-01,eca56466-ec4c-4749-876e-adafa9691b44,6761.72,CAD,
80a4f2f3-7560-4e15-8611-4dc9da1717d5,bankAccounts_1,13972,80a4f2f3-7560-4e15-8611-4dc9da1717d5,82***75,DDA,2018-03-01,5c2101cf-46c1-4ef3-843b-be006f941f9f,4242.71,CAD,
80a4f2f3-7560-4e15-8611-4dc9da1717d5,creditCardAccounts_0,,80a4f2f3-7560-4e15-8611-4dc9da1717d5,,VISA,2018-03-01T00:00:00,9ee937a6-20be-41bf-bf40-f917dc3b3c65,332.78,CAD,43*************95
9380eba4-873b-4e87-85a9-f6b1e627cfd3,bankAccounts_0,13972,9380eba4-873b-4e87-85a9-f6b1e627cfd3,48***11,SDA,2018-03-01,3f4a477e-662b-47f4-a1f7-063de7195ef8,19519.2,CAD,
9380eba4-873b-4e87-85a9-f6b1e627cfd3,bankAccounts_1,13972,9380eba4-873b-4e87-85a9-f6b1e627cfd3,63***36,DDA,2018-03-01,1ba9356a-1896-4ed6-845c-80003b55667b,13954.3,CAD,
9380eba4-873b-4e87-85a9-f6b1e627cfd3,creditCardAccounts_0,,9380eba4-873b-4e87-85a9-f6b1e627cfd3,,VISA,2018-03-01T00:00:00,8a10663b-6c9f-4127-9847-8a7854a0cc97,703.04,CAD,65*************38
8718699f-8624-4d45-a73d-131ab2797127,bankAccounts_0,1984,8718699f-8624-4d45-a73d-131ab2797127,61***57,SDA,2018-03-01,2753b8f1-b7e6-42fe-ad96-3a474d955d6f,32478.2,CAD,
8718699f-8624-4d45-a73d-131ab2797127,bankAccounts_1,1984,8718699f-8624-4d45-a73d-131ab2797127,97***77,DDA,2018-03-01,1a713882-ce39-4b66-983f-4e39ecfaebe1,43089.13,CAD,
8718699f-8624-4d45-a73d-131ab2797127,creditCardAccounts_0,,8718699f-8624-4d45-a73d-131ab2797127,,VISA,2018-03-01T00:00:00,9b68dfd6-a6cd-4880-8580-5c33808a642e,762.51,CAD,40*************23
5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,bankAccounts_0,12082,5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,77***76,SDA,2018-03-01,dfdb81a0-601e-4746-a445-5500ce1d82b9,4175.56,CAD,
5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,bankAccounts_1,12082,5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,80***67,DDA,2018-03-01,c88f7c83-b40f-4ffa-8a07-85b2b8e638e4,1453.15,CAD,
5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,creditCardAccounts_0,,5f6e15dc-0bed-4d8a-bbae-5670f00ca9ac,,VISA,2018-03-01T00:00:00,7ffe409d-b01c-4c9c-8881-b44f41579538,656.51,CAD,80*************94
5851cc70-f4bf-4996-8064-c9ff37ebc82d,bankAccounts_0,12493,5851cc70-f4bf-4996-8064-c9ff37ebc82d,78***17,SDA,2018-03-01,3469bb33-e6a2-415c-b157-b0ded11785c9,11319.68,CAD,
5851cc70-f4bf-4996-8064-c9ff37ebc82d,bankAccounts_1,12493,5851cc70-f4bf-4996-8064-c9ff37ebc82d,72***95,DDA,2018-03-01,09da4240-4729-42e1-ac00-e0e8c7eaa510,12970.43,CAD,
5851cc70-f4bf-4996-8064-c9ff37ebc82d,creditCardAccounts_0,,5851cc70-f4bf-4996-8064-c9ff37ebc82d,,VISA,2018-03-01T00:00:00,7528a194-f13c-45cd-93bc-b2eef7910519,771.84,CAD,97*************05
1d761d06-b3b7-4301-bbd0-da70ddc1d684,bankAccounts_0,1512,1d761d06-b3b7-4301-bbd0-da70ddc1d684,77***45,SDA,2018-03-01,333ab70b-b7ff-46e1-9746-6b8bacd2c873,3281.1,CAD,
1d761d06-b3b7-4301-bbd0-da70ddc1d684,bankAccounts_1,1512,1d761d06-b3b7-4301-bbd0-da70ddc1d684,81***13,DDA,2018-03-01,3ecc5487-ca1e-45d2-acc5-20171d7033a2,4466.3,CAD,
1d761d06-b3b7-4301-bbd0-da70ddc1d684,creditCardAccounts_0,,1d761d06-b3b7-4301-bbd0-da70ddc1d684,,VISA,2018-03-01T00:00:00,e3306e1f-37dc-411e-b133-ae809194e5d2,145.87,CAD,43*************62
0bc85924-0c99-47c1-aad1-e855aaf20437,bankAccounts_0,1872,0bc85924-0c99-47c1-aad1-e855aaf20437,93***09,DDA,2018-03-01,3fb2648f-9bf1-45a0-848f-3fd06af822c4,2386.08,CAD,
0bc85924-0c99-47c1-aad1-e855aaf20437,bankAccounts_1,1872,0bc85924-0c99-47c1-aad1-e855aaf20437,66***15,SDA,2018-03-01,9dd5ceb8-0079-40f2-beee-43dfd8ff2e0b,6843.42,CAD,
0bc85924-0c99-47c1-aad1-e855aaf20437,creditCardAccounts_0,,0bc85924-0c99-47c1-aad1-e855aaf20437,,VISA,2018-03-01T00:00:00,2895ef32-f15b-4cb5-b6a3-078cdcd61e14,485.93,CAD,18*************14
95308b67-2fd4-4be6-b2fe-4942275e6218,bankAccounts_0,12997,95308b67-2fd4-4be6-b2fe-4942275e6218,20***80,SDA,2018-03-01,151b969a-04dd-4cd9-8ca3-f0c2403ca731,8544.9,CAD,
95308b67-2fd4-4be6-b2fe-4942275e6218,bankAccounts_1,12997,95308b67-2fd4-4be6-b2fe-4942275e6218,33***21,DDA,2018-03-01,d5f195b7-b340-477e-ad7a-e09ff4abda1d,845.35,CAD,
95308b67-2fd4-4be6-b2fe-4942275e6218,creditCardAccounts_0,,95308b67-2fd4-4be6-b2fe-4942275e6218,,VISA,2018-03-01T00:00:00,18b69ff1-1971-4eed-8577-4602bc3757d5,1754.91,CAD,32*************74
1b93f0e9-0046-44fb-ac96-b508f8c0f849,bankAccounts_0,235,1b93f0e9-0046-44fb-ac96-b508f8c0f849,92***02,SDA,2018-03-01,1c450c82-65bd-41d6-9da5-cac456c815fa,3496.26,CAD,
1b93f0e9-0046-44fb-ac96-b508f8c0f849,bankAccounts_1,235,1b93f0e9-0046-44fb-ac96-b508f8c0f849,75***68,DDA,2018-03-01,c00b2cc5-5ab0-4d8d-b598-df795e8f4912,5611.24,CAD,
fdbb0807-2017-41ac-822d-828fac73253f,bankAccounts_0,1223,fdbb0807-2017-41ac-822d-828fac73253f,43***37,DDA,2018-03-01,4824469e-cb04-45a4-9ec6-50f9af8aac28,11341.67,CAD,
fdbb0807-2017-41ac-822d-828fac73253f,bankAccounts_1,1223,fdbb0807-2017-41ac-822d-828fac73253f,03***47,SDA,2018-03-01,74b37445-c7ac-49c8-8cdc-48a60b7eef37,9546.8,CAD,
fdbb0807-2017-41ac-822d-828fac73253f,creditCardAccounts_0,,fdbb0807-2017-41ac-822d-828fac73253f,,VISA,2018-03-01T00:00:00,8d99360d-7f45-492c-8622-7ddfc9e481f2,421.04,CAD,74*************60
417ab2e1-7cd7-461b-ab24-67d8862c2d22,bankAccounts_0,235,417ab2e1-7cd7-461b-ab24-67d8862c2d22,61***22,DDA,2018-03-01,d2b6ed05-5aaa-4478-bd56-59540b741ff8,1793.04,CAD,
417ab2e1-7cd7-461b-ab24-67d8862c2d22,bankAccounts_1,235,417ab2e1-7cd7-461b-ab24-67d8862c2d22,66***00,SDA,2018-03-01,1f437ef9-606e-44a5-a3fc-3e284ac3036b,7525.48,CAD,
417ab2e1-7cd7-461b-ab24-67d8862c2d22,creditCardAccounts_0,,417ab2e1-7cd7-461b-ab24-67d8862c2d22,,VISA,2018-03-01T00:00:00,b1e4420c-0491-4d3a-8818-be9bcd02370c,967.47,CAD,34*************15
9bc185ff-4d22-4e30-9a14-50de8d9d28b8,bankAccounts_0,1580,9bc185ff-4d22-4e30-9a14-50de8d9d28b8,81***07,DDA,2018-03-01,7a11b9ae-ab59-4234-8bae-54e79c53be7f,16772.47,CAD,
9bc185ff-4d22-4e30-9a14-50de8d9d28b8,bankAccounts_1,1580,9bc185ff-4d22-4e30-9a14-50de8d9d28b8,06***37,SDA,2018-03-01,8022ab32-e001-4bc1-ab06-808ab6aeb766,13610.4,CAD,
9bc185ff-4d22-4e30-9a14-50de8d9d28b8,creditCardAccounts_0,,9bc185ff-4d22-4e30-9a14-50de8d9d28b8,,VISA,2018-03-01T00:00:00,6c234af2-6f2b-4523-aab2-3013dfbf094b,804.11,CAD,09*************18
6bfa94e7-c170-4026-a36a-1a9908d9c4cd,bankAccounts_0,1040,6bfa94e7-c170-4026-a36a-1a9908d9c4cd,62***09,DDA,2018-03-01,7b03fa89-c89f-468f-bb9e-778db41e0d87,36644.13,CAD,
6bfa94e7-c170-4026-a36a-1a9908d9c4cd,bankAccounts_1,1040,6bfa94e7-c170-4026-a36a-1a9908d9c4cd,69***18,SDA,2018-03-01,a3d08462-2c14-48b4-b5d3-6d242e828560,26715.72,CAD,
6bfa94e7-c170-4026-a36a-1a9908d9c4cd,creditCardAccounts_0,,6bfa94e7-c170-4026-a36a-1a9908d9c4cd,,VISA,2018-03-01T00:00:00,e7e08ca0-a9df-4a15-9887-bee328fa8604,945.03,CAD,38*************26
ff9237a9-fa46-4559-991d-851bf6056aad,bankAccounts_0,235,ff9237a9-fa46-4559-991d-851bf6056aad,34***04,DDA,2018-03-01,7f9ad53c-892c-400a-9b99-db85c1ebf0e3,3345.99,CAD,
ff9237a9-fa46-4559-991d-851bf6056aad,bankAccounts_1,235,ff9237a9-fa46-4559-991d-851bf6056aad,54***73,SDA,2018-03-01,74b1aa2a-cd9c-4c7f-b3c8-3c0645450413,2175.34,CAD,
ff9237a9-fa46-4559-991d-851bf6056aad,creditCardAccounts_0,,ff9237a9-fa46-4559-991d-851bf6056aad,,VISA,2018-03-01T00:00:00,44c1d62d-c144-4f58-a1d4-ac9ac5f9642c,139.9,CAD,35*************46
910e927c-ae65-4b04-93c6-2749bbe65891,bankAccounts_0,607,910e927c-ae65-4b04-93c6-2749bbe65891,34***21,SDA,2018-03-01,858d07e4-e2a1-432f-bd46-2acb0bf0b1d4,12720.8,CAD,
910e927c-ae65-4b04-93c6-2749bbe65891,bankAccounts_1,607,910e927c-ae65-4b04-93c6-2749bbe65891,94***72,DDA,2018-03-01,eb66f2d6-ad1a-4b94-b762-ef3bd5a8d696,16965.8,CAD,
910e927c-ae65-4b04-93c6-2749bbe65891,creditCardAccounts_0,,910e927c-ae65-4b04-93c6-2749bbe65891,,VISA,2018-03-01T00:00:00,45db4283-4b91-4704-8bb6-1a22c514b84a,756.88,CAD,86*************76
55f9169b-9a2b-4579-9aad-5cd6fcfb103a,bankAccounts_0,1760,55f9169b-9a2b-4579-9aad-5cd6fcfb103a,96***45,DDA,2018-03-01,93a39d1e-0877-4d89-b785-4613cbd34f70,50810.74,CAD,
55f9169b-9a2b-4579-9aad-5cd6fcfb103a,bankAccounts_1,1760,55f9169b-9a2b-4579-9aad-5cd6fcfb103a,92***74,SDA,2018-03-01,06565537-8ef8-473d-82de-0e1f1e20207e,34720.64,CAD,
55f9169b-9a2b-4579-9aad-5cd6fcfb103a,creditCardAccounts_0,,55f9169b-9a2b-4579-9aad-5cd6fcfb103a,,VISA,2018-03-01T00:00:00,035f9e13-60ad-4d6d-8f86-3c180ae933c7,771.66,CAD,55*************79
2938e032-ff57-43b2-b8a9-57a8dd93d189,bankAccounts_0,324,2938e032-ff57-43b2-b8a9-57a8dd93d189,42***72,DDA,2018-03-01,1b8ed1c6-c95f-44b0-b12a-42b2126ea08f,10200.48,CAD,
2938e032-ff57-43b2-b8a9-57a8dd93d189,bankAccounts_1,324,2938e032-ff57-43b2-b8a9-57a8dd93d189,54***17,SDA,2018-03-01,a8a1f007-b6f7-41a6-8a3f-68c9f63d70b8,13259.6,CAD,
2938e032-ff57-43b2-b8a9-57a8dd93d189,creditCardAccounts_0,,2938e032-ff57-43b2-b8a9-57a8dd93d189,,VISA,2018-03-01T00:00:00,707f144a-2f02-4a21-a072-20f17d59b4d6,674.26,CAD,82*************67
b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,bankAccounts_0,1872,b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,92***52,SDA,2018-03-01,306e43cc-515c-444d-a56e-469a8c5fcdda,1973.4,CAD,
b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,bankAccounts_1,1872,b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,91***62,DDA,2018-03-01,ade2cfe7-fb03-4369-a193-48a472c0195e,1455.03,CAD,
b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,creditCardAccounts_0,,b7a07969-9ed9-412b-b8c6-6d8e711b0e0f,,MC,2018-03-01T00:00:00,81253e37-5436-4880-8c20-82cd10a0b1c3,1401.94,CAD,66*************49
6751986b-4f3f-4c5c-9534-f0ef13139583,bankAccounts_0,1967,6751986b-4f3f-4c5c-9534-f0ef13139583,41***83,SDA,2018-03-01,35985eef-3714-49a6-a3d2-848ffcef5cd3,102155.04,CAD,
6751986b-4f3f-4c5c-9534-f0ef13139583,bankAccounts_1,1967,6751986b-4f3f-4c5c-9534-f0ef13139583,58***38,DDA,2018-03-01,ba3b3256-a01b-4376-950e-7e377a6c03eb,165020.06,CAD,
6751986b-4f3f-4c5c-9534-f0ef13139583,creditCardAccounts_0,,6751986b-4f3f-4c5c-9534-f0ef13139583,,VISA,2018-03-01T00:00:00,c0300cb2-40f0-4158-b2a7-c2cec8417c9b,1331.15,CAD,34*************90
91b26a19-9f9b-4245-aa63-55c33075a495,bankAccounts_0,1584,91b26a19-9f9b-4245-aa63-55c33075a495,99***58,SDA,2018-03-01,9754701a-d5fc-4e98-a028-bdbe39d580a6,15446.4,CAD,
91b26a19-9f9b-4245-aa63-55c33075a495,bankAccounts_1,1584,91b26a19-9f9b-4245-aa63-55c33075a495,89***65,DDA,2018-03-01,66770068-0204-4b38-88e7-587e6aefbd66,12719.36,CAD,
91b26a19-9f9b-4245-aa63-55c33075a495,creditCardAccounts_0,,91b26a19-9f9b-4245-aa63-55c33075a495,,VISA,2018-03-01T00:00:00,deb05a61-7ca7-4079-ad36-27976a04ca43,509.56,CAD,49*************19
7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,bankAccounts_0,12020,7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,32***05,SDA,2018-03-01,8a4c70ba-9c7f-4cef-8b65-330bab7a9cfc,5188.52,CAD,
7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,bankAccounts_1,12020,7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,48***44,DDA,2018-03-01,70583895-3230-410b-bd55-a0631f938d61,788.92,CAD,
7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,creditCardAccounts_0,,7bce2a96-4e84-461b-8ec3-d1f0ec0c25b9,,VISA,2018-03-01T00:00:00,a6459af9-bd9a-4ea0-9c64-9ea3544da85a,1728.11,CAD,23*************55
d1d66bad-867d-4a7b-8f78-4d399dc9c76e,bankAccounts_0,1512,d1d66bad-867d-4a7b-8f78-4d399dc9c76e,65***33,SDA,2018-03-01,4e3a3b1f-1f78-42d7-8c4f-24ae6b4e2541,22140.6,CAD,
d1d66bad-867d-4a7b-8f78-4d399dc9c76e,bankAccounts_1,1512,d1d66bad-867d-4a7b-8f78-4d399dc9c76e,20***20,DDA,2018-03-01,8159cd87-521f-4d72-acda-862b00e9f784,21578.86,CAD,
d1d66bad-867d-4a7b-8f78-4d399dc9c76e,creditCardAccounts_0,,d1d66bad-867d-4a7b-8f78-4d399dc9c76e,,VISA,2018-03-01T00:00:00,bd3d6891-d682-4714-a6a2-81735cd84165,799.6,CAD,39*************03
eab4f0fc-180c-4775-97a4-d30e029ad3cd,bankAccounts_0,1872,eab4f0fc-180c-4775-97a4-d30e029ad3cd,18***56,SDA,2018-03-01,b3588e43-b4eb-44df-8f3f-e09cdf3611f3,1729.96,CAD,
eab4f0fc-180c-4775-97a4-d30e029ad3cd,bankAccounts_1,1872,eab4f0fc-180c-4775-97a4-d30e029ad3cd,27***49,DDA,2018-03-01,3030a13c-e548-4c74-b768-ef90fb06f892,2531.46,CAD,
eab4f0fc-180c-4775-97a4-d30e029ad3cd,creditCardAccounts_0,,eab4f0fc-180c-4775-97a4-d30e029ad3cd,,MC,2018-03-01T00:00:00,c2141d0e-d854-4820-9d4d-a19a63864fd5,113.36,CAD,08*************92
8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,bankAccounts_0,1304,8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,86***46,DDA,2018-03-01,afe51227-4559-4188-92c9-0161ab601e9d,917.78,CAD,
8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,bankAccounts_1,1304,8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,13***34,SDA,2018-03-01,c0258e0d-b5c0-479c-8bf5-345f583ec2d6,2574.0,CAD,
8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,creditCardAccounts_0,,8b3c28aa-2471-41cb-bfd4-9c88e3cda73f,,VISA,2018-03-01T00:00:00,d7647fc6-80b0-4943-930a-69c1e20ac4cb,538.9,CAD,94*************30
7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,bankAccounts_0,1529,7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,29***78,SDA,2018-03-01,b083399d-62f7-422e-9235-408fe070f7e8,19819.6,CAD,
7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,bankAccounts_1,1529,7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,85***46,DDA,2018-03-01,b2c59e1c-e3f5-406f-b187-36633ffc570b,19841.86,CAD,
7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,creditCardAccounts_0,,7dec3b45-8910-4386-8eb7-e0d9df0d1c2b,,VISA,2018-03-01T00:00:00,022abc0b-dd31-45ac-8b5d-1cc4e7ab7d19,818.11,CAD,86*************09
8dc0f630-4827-4d82-b976-39dbefa6026f,bankAccounts_0,1029,8dc0f630-4827-4d82-b976-39dbefa6026f,79***88,SDA,2018-03-01,ae4a6b96-c176-40a5-b3e7-8b0e28ff75ca,2139.7,CAD,
8dc0f630-4827-4d82-b976-39dbefa6026f,bankAccounts_1,1029,8dc0f630-4827-4d82-b976-39dbefa6026f,44***22,DDA,2018-03-01,b03c1780-eece-4fe9-a387-15f24a6b00b8,3116.32,CAD,
8dc0f630-4827-4d82-b976-39dbefa6026f,creditCardAccounts_0,,8dc0f630-4827-4d82-b976-39dbefa6026f,,VISA,2018-03-01T00:00:00,c545cf55-1a9f-4c43-afb8-eb02aaf05857,125.37,CAD,19*************99
b2491002-3259-475e-ac80-779cae06f0df,bankAccounts_0,320,b2491002-3259-475e-ac80-779cae06f0df,23***91,DDA,2018-03-01,78d3e4f1-d626-4ca0-b2fb-989a4a370825,18.31,CAD,
b2491002-3259-475e-ac80-779cae06f0df,bankAccounts_1,320,b2491002-3259-475e-ac80-779cae06f0df,36***22,SDA,2018-03-01,94d79bdd-ce94-4a46-a3bb-d7cff78d505f,70.82,CAD,
bad01556-3648-42a7-9fc4-b26da90219d9,bankAccounts_0,1440,bad01556-3648-42a7-9fc4-b26da90219d9,53***84,SDA,2018-03-01,15611a25-8419-4a7a-a79b-f3248163bee1,2061.28,CAD,
bad01556-3648-42a7-9fc4-b26da90219d9,bankAccounts_1,1440,bad01556-3648-42a7-9fc4-b26da90219d9,40***84,DDA,2018-03-01,f260b6fe-47a0-4559-9035-425708fd9d49,3652.53,CAD,
bad01556-3648-42a7-9fc4-b26da90219d9,creditCardAccounts_0,,bad01556-3648-42a7-9fc4-b26da90219d9,,MC,2018-03-01T00:00:00,e2d4e603-f5f4-41aa-8704-29452cb204ad,84.49,CAD,09*************04
9c5c19fc-7066-495b-9852-a6df98989027,bankAccounts_0,1970,9c5c19fc-7066-495b-9852-a6df98989027,98***27,SDA,2018-03-01,4e4875be-8d7a-49fd-99fa-8fbfe1d42370,9262.0,CAD,
9c5c19fc-7066-495b-9852-a6df98989027,bankAccounts_1,1970,9c5c19fc-7066-495b-9852-a6df98989027,62***61,DDA,2018-03-01,7365f771-6409-4588-bbd8-33b5d87d2c70,1612.73,CAD,
9c5c19fc-7066-495b-9852-a6df98989027,creditCardAccounts_0,,9c5c19fc-7066-495b-9852-a6df98989027,,VISA,2018-03-01T00:00:00,7deb751e-bd3c-44a2-965e-bb61791ed4b8,614.63,CAD,34*************16
86960308-9410-4ef1-9cc7-e4c06efa632d,bankAccounts_0,231,86960308-9410-4ef1-9cc7-e4c06efa632d,61***41,DDA,2018-03-01,d7801094-b9f2-40f2-af28-de569c202bf2,1799.4,CAD,
86960308-9410-4ef1-9cc7-e4c06efa632d,bankAccounts_1,231,86960308-9410-4ef1-9cc7-e4c06efa632d,41***93,SDA,2018-03-01,38e7bb46-062e-4110-bc90-31930c39d8a1,7764.26,CAD,
86960308-9410-4ef1-9cc7-e4c06efa632d,creditCardAccounts_0,,86960308-9410-4ef1-9cc7-e4c06efa632d,,VISA,2018-03-01T00:00:00,4d295bbc-e57e-4e96-9c16-60f5b80d0f72,669.58,CAD,40*************75
7eda23cb-e288-47b2-80fc-1a29cc114c9b,bankAccounts_0,1354,7eda23cb-e288-47b2-80fc-1a29cc114c9b,69***35,SDA,2018-03-01,43fed80e-f0aa-4830-96bc-8a6c18046485,14752.0,CAD,
7eda23cb-e288-47b2-80fc-1a29cc114c9b,bankAccounts_1,1354,7eda23cb-e288-47b2-80fc-1a29cc114c9b,40***75,DDA,2018-03-01,81591237-2be4-4959-9355-4de2615002cf,18208.08,CAD,
7eda23cb-e288-47b2-80fc-1a29cc114c9b,creditCardAccounts_0,,7eda23cb-e288-47b2-80fc-1a29cc114c9b,,VISA,2018-03-01T00:00:00,e754c037-a678-4afe-bd2d-e0e7538f8df4,751.45,CAD,59*************51
e0356cb1-372f-4cf8-91eb-1b26824b5cb6,bankAccounts_0,13189,e0356cb1-372f-4cf8-91eb-1b26824b5cb6,25***89,SDA,2018-03-01,81367ee5-74d0-4365-91f2-23ca1af106ef,4152.32,CAD,
e0356cb1-372f-4cf8-91eb-1b26824b5cb6,bankAccounts_1,13189,e0356cb1-372f-4cf8-91eb-1b26824b5cb6,24***00,DDA,2018-03-01,8b777378-5fa0-4dd0-9f4f-42800a3835b6,1116.66,CAD,
e0356cb1-372f-4cf8-91eb-1b26824b5cb6,creditCardAccounts_0,,e0356cb1-372f-4cf8-91eb-1b26824b5cb6,,VISA,2018-03-01T00:00:00,c3431e19-ca77-4563-a5e4-6fe473177103,2150.57,CAD,14*************00
df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,bankAccounts_0,1476,df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,98***53,SDA,2018-03-01,66230bb1-fb03-4443-84a9-f5ca323a622c,4323.9,CAD,
df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,bankAccounts_1,1476,df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,64***75,DDA,2018-03-01,3b614fc8-8766-4a45-b7c9-24d6c9707e22,6989.62,CAD,
df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,creditCardAccounts_0,,df2635da-dcd7-4a0e-ba68-b5bc6cb34bd5,,VISA,2018-03-01T00:00:00,b1d74830-a92d-46b0-be4a-b2043fdb517f,99.91,CAD,69*************72
6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,bankAccounts_0,1740,6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,03***29,SDA,2018-03-01,58a4419c-fd2b-4351-b2be-19aa948179db,20790.8,CAD,
6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,bankAccounts_1,1740,6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,83***94,DDA,2018-03-01,5d5aa93b-402c-423e-b850-387b70b4e273,21495.21,CAD,
6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,creditCardAccounts_0,,6bcf0e6d-4cd6-4e9b-bd64-c9b21391d9f3,,VISA,2018-03-01T00:00:00,c8ec6185-5eb0-4edf-9d1f-4e7d8413fe93,452.53,CAD,44*************17
3e289e10-0073-4697-ada1-ea10f19f02b0,bankAccounts_0,1040,3e289e10-0073-4697-ada1-ea10f19f02b0,35***22,DDA,2018-03-01,f6911756-1a5e-4e3c-af33-ddc6db345c07,43237.46,CAD,
3e289e10-0073-4697-ada1-ea10f19f02b0,bankAccounts_1,1040,3e289e10-0073-4697-ada1-ea10f19f02b0,86***13,SDA,2018-03-01,76925935-9933-4e2b-a990-764aaa490685,41204.04,CAD,
3e289e10-0073-4697-ada1-ea10f19f02b0,creditCardAccounts_0,,3e289e10-0073-4697-ada1-ea10f19f02b0,,VISA,2018-03-01T00:00:00,05100a21-eccd-4aac-9f36-ee56b7d4d28b,736.37,CAD,04*************56
733fa4f3-168a-40ce-9b25-494ddeef6752,bankAccounts_0,1580,733fa4f3-168a-40ce-9b25-494ddeef6752,58***86,SDA,2018-03-01,1a6a4ef8-90de-4054-baf9-030761da2e23,9584.4,CAD,
733fa4f3-168a-40ce-9b25-494ddeef6752,bankAccounts_1,1580,733fa4f3-168a-40ce-9b25-494ddeef6752,64***06,DDA,2018-03-01,804f47b8-0018-494c-9208-da9300922162,7720.29,CAD,
733fa4f3-168a-40ce-9b25-494ddeef6752,creditCardAccounts_0,,733fa4f3-168a-40ce-9b25-494ddeef6752,,VISA,2018-03-01T00:00:00,ce15fcbe-bc3d-4594-83d9-277fdf0edb50,816.63,CAD,00*************53
b29c62c9-e26d-477e-aea5-54ff589110e4,bankAccounts_0,1249,b29c62c9-e26d-477e-aea5-54ff589110e4,11***23,SDA,2018-03-01,340f261f-9f90-4e02-ae55-e5299cf8d2c2,8002.92,CAD,
b29c62c9-e26d-477e-aea5-54ff589110e4,bankAccounts_1,1249,b29c62c9-e26d-477e-aea5-54ff589110e4,48***04,DDA,2018-03-01,0bdd50b0-1e48-4dac-9a6e-9a87bd619892,9915.34,CAD,
b29c62c9-e26d-477e-aea5-54ff589110e4,creditCardAccounts_0,,b29c62c9-e26d-477e-aea5-54ff589110e4,,VISA,2018-03-01T00:00:00,4bd81fde-9330-448f-abb2-947ee3da5d66,459.48,CAD,30*************49
63105965-b476-45db-94c8-edcc4e5364b8,bankAccounts_0,543,63105965-b476-45db-94c8-edcc4e5364b8,26***25,SDA,2018-03-01,e593efbe-b62c-436f-a219-aef5dec87516,6009.84,CAD,
